ExamID,StudentID,CourseID,Duration,TotalScore,GradeChar,j
9528,1528,2,22,80,B,
9529,1529,2,2,100,A,
9530,1530,2,20,100,A,
9531,1531,2,5,90,A,
9532,1532,2,22,70,B,
9533,1533,2,20,90,A,
9534,1534,2,22,100,A,
9535,1535,2,16,100,A,
9536,1536,2,22,90,A,
9537,1537,2,17,100,A,
9538,1538,2,22,100,A,
9539,1539,2,2,100,A,
9540,1540,2,16,100,A,
9541,1541,2,16,90,A,
9542,1542,2,16,90,A,
9543,1543,2,25,100,A,
9544,1544,2,8,90,A,
9545,1545,2,10,80,B,
9546,1546,2,20,100,A,
9547,1547,2,10,100,A,
9548,1548,2,19,90,A,
9549,1549,2,17,80,B,
9550,1550,2,26,90,A,
9551,1551,2,20,80,B,
9552,1552,2,18,90,A,
9553,1553,2,17,90,A,
9554,1554,2,29,90,A,
9555,1555,2,6,100,A,
9556,1556,2,27,80,B,
9557,1557,2,2,100,A,
9558,1558,2,12,100,A,
9559,1559,2,20,100,A,
9560,1560,2,27,100,A,
9561,1561,2,18,80,B,
9562,1562,2,10,90,A,
9563,1563,2,12,80,B,
9564,1564,2,8,90,A,
9565,1565,2,4,90,A,
9566,1566,2,2,70,B,
9567,1567,2,26,90,A,
9568,1568,2,24,100,A,
9569,1569,2,22,90,A,
9570,1570,2,26,60,C,
9571,1571,2,3,100,A,
9572,1572,2,26,90,A,
9573,1573,2,28,90,A,
9574,1574,2,22,90,A,
9575,1575,2,26,90,A,
9576,1576,2,25,100,A,
9577,1577,2,5,90,A,
9578,1578,2,17,100,A,
9579,1579,2,14,80,B,
9580,1580,2,10,90,A,
9581,1581,2,23,70,B,
9582,1582,2,4,80,B,
9583,1583,2,22,100,A,
9584,1584,2,18,80,B,
9585,1585,2,15,90,A,
9586,1586,2,27,100,A,
9587,1587,2,25,90,A,
9588,1588,2,24,70,B,
9589,1589,2,23,100,A,
9590,1590,2,3,90,A,
9591,1591,2,23,100,A,
9592,1592,2,25,100,A,
9593,1593,2,23,90,A,
9594,1594,2,7,90,A,
9595,1595,2,19,90,A,
9596,1596,2,17,90,A,
9597,1597,2,23,100,A,
9598,1598,2,23,90,A,
9599,1599,2,25,80,B,
9600,1600,2,23,70,B,
9601,1601,2,24,90,A,
9602,1602,2,18,100,A,
9603,1603,2,16,100,A,
9604,1604,2,19,100,A,
9605,1605,2,22,80,B,
9606,1606,2,10,90,A,
9607,1607,2,15,60,C,
9608,1608,2,20,100,A,
9609,1609,2,20,100,A,
9610,1610,2,14,90,A,
9611,1611,2,17,90,A,
9612,1612,2,25,80,B,
9613,1613,2,26,100,A,
9614,1614,2,27,80,B,
9615,1615,2,15,100,A,
9616,1616,2,19,80,B,
9617,1617,2,12,100,A,
9618,1618,2,1,100,A,
9619,1619,2,21,90,A,
9620,1620,2,18,100,A,
9621,1621,2,23,90,A,
9622,1622,2,23,90,A,
9623,1623,2,26,100,A,
9624,1624,2,16,100,A,
9625,1625,2,25,100,A,
9626,1626,2,23,100,A,
9627,1627,2,11,80,B,
9628,1628,2,4,90,A,
9629,1629,2,25,100,A,
9630,1630,2,2,80,B,
9631,1631,2,8,80,B,
9632,1632,2,23,70,B,
9633,1633,2,30,90,A,
9634,1634,2,23,100,A,
9635,1635,2,20,100,A,
9636,1636,2,17,100,A,
9637,1637,2,15,80,B,
9638,1638,2,3,100,A,
9639,1639,2,22,90,A,
9640,1640,2,14,100,A,
9641,1641,2,13,100,A,
9642,1642,2,19,100,A,
9643,1643,2,23,100,A,
9644,1644,2,29,90,A,
9645,1645,2,1,100,A,
9646,1646,2,11,100,A,
9647,1647,2,5,80,B,
9648,1648,2,22,100,A,
9649,1649,2,11,90,A,
9650,1650,2,23,90,A,
9651,1651,2,14,90,A,
9652,1652,2,2,100,A,
9653,1653,2,5,80,B,
9654,1654,2,14,90,A,
9655,1655,2,27,100,A,
9656,1656,2,21,100,A,
9657,1657,2,24,90,A,
9658,1658,2,15,90,A,
9659,1659,2,12,100,A,
9660,1660,2,23,90,A,
9661,1661,2,26,100,A,
9662,1662,2,25,90,A,
9663,1663,2,27,100,A,
9664,1664,2,23,90,A,
9665,1665,2,23,90,A,
9666,1666,2,27,80,B,
9667,1667,2,11,80,B,
9668,1668,2,6,100,A,
9669,1669,2,26,100,A,
9670,1670,2,23,80,B,
9671,1671,2,2,100,A,
9672,1672,2,27,90,A,
9673,1673,2,27,100,A,
9674,1674,2,25,80,B,
9675,1675,2,21,100,A,
9676,1676,2,13,100,A,
9677,1677,2,8,100,A,
9678,1678,2,26,100,A,
9679,1679,2,10,90,A,
9680,1680,2,23,90,A,
9681,1681,2,14,80,B,
9682,1682,2,10,100,A,
9683,1683,2,20,100,A,
9684,1684,2,18,90,A,
9685,1685,2,20,80,B,
9686,1686,2,17,100,A,
9687,1687,2,29,100,A,
9688,1688,2,23,90,A,
9689,1689,2,22,100,A,
9690,1690,2,23,100,A,
9691,1691,2,14,100,A,
9692,1692,2,29,80,B,
9693,1693,2,20,80,B,
9694,1694,2,4,100,A,
9695,1695,2,16,80,B,
9696,1696,2,15,90,A,
9697,1697,2,20,90,A,
9698,1698,2,14,90,A,
9699,1699,2,14,90,A,
9700,1700,2,27,80,B,
9701,1701,2,4,100,A,
9702,1702,2,20,90,A,
9703,1703,2,28,90,A,
9704,1704,2,1,100,A,
9705,1705,2,6,80,B,
9706,1706,2,5,90,A,
9707,1707,2,28,100,A,
9708,1708,2,26,100,A,
9709,1709,2,26,90,A,
9710,1710,2,10,90,A,
9711,1711,2,27,90,A,
9712,1712,2,24,80,B,
9713,1713,2,25,100,A,
9714,1714,2,10,90,A,
9715,1715,2,16,100,A,
9716,1716,2,13,80,B,
9717,1717,2,16,90,A,
9718,1718,2,23,80,B,
9719,1719,2,18,90,A,
9720,1720,2,13,100,A,
9721,1721,2,22,80,B,
9722,1722,2,13,90,A,
9723,1723,2,4,100,A,
9724,1724,2,14,100,A,
9725,1725,2,22,100,A,
9726,1726,2,26,90,A,
9727,1727,2,23,80,B,
9728,1728,2,25,90,A,
9729,1729,2,10,100,A,
9730,1730,2,26,80,B,
9731,1731,2,28,80,B,
9732,1732,2,23,70,B,
9733,1733,2,20,90,A,
9734,1734,2,5,80,B,
9735,1735,2,11,90,A,
9736,1736,2,14,70,B,
9737,1737,2,23,100,A,
9738,1738,2,7,100,A,
9739,1739,2,22,100,A,
9740,1740,2,27,90,A,
9741,1741,2,17,90,A,
9742,1742,2,12,100,A,
9743,1743,2,24,100,A,
9744,1744,2,18,90,A,
9745,1745,2,6,90,A,
9746,1746,2,25,100,A,
9747,1747,2,5,90,A,
9748,1748,2,23,90,A,
9749,1749,2,26,90,A,
9750,1750,2,3,90,A,
9751,1751,2,24,90,A,
9752,1752,2,23,80,B,
9753,1753,2,10,100,A,
9754,1754,2,6,100,A,
9755,1755,2,14,90,A,
9756,1756,2,29,80,B,
9757,1757,2,26,100,A,
9758,1758,2,24,100,A,
9759,1759,2,16,100,A,
9760,1760,2,28,90,A,
9761,1761,2,22,100,A,
9762,1762,2,10,100,A,
9763,1763,2,21,100,A,
9764,1764,2,26,100,A,
9765,1765,2,12,80,B,
9766,1766,2,21,70,B,
9767,1767,2,24,90,A,
9768,1768,2,29,90,A,
9769,1769,2,12,80,B,
9770,1770,2,21,90,A,
9771,1771,2,5,90,A,
9772,1772,2,28,100,A,
9773,1773,2,22,90,A,
9774,1774,2,15,40,F,
9775,1775,2,27,100,A,
9776,1776,2,13,100,A,
9777,1777,2,24,80,B,
9778,1778,2,6,100,A,
9779,1779,2,27,90,A,
9780,1780,2,24,80,B,
9781,1781,2,9,70,B,
9782,1782,2,15,100,A,
9783,1783,2,26,100,A,
9784,1784,2,25,80,B,
9785,1785,2,2,80,B,
9786,1786,2,14,100,A,
9787,1787,2,23,80,B,
9788,1788,2,25,90,A,
9789,1789,2,26,100,A,
9790,1790,2,20,80,B,
9791,1791,2,21,100,A,
9792,1792,2,21,90,A,
9793,1793,2,30,80,B,
9794,1794,2,20,90,A,
9795,1795,2,10,90,A,
9796,1796,2,27,100,A,
9797,1797,2,26,80,B,
9798,1798,2,23,100,A,
9799,1799,2,2,80,B,
9800,1800,2,7,70,B,
9801,1801,2,4,90,A,
9802,1802,2,17,90,A,
9803,1803,2,20,100,A,
9804,1804,2,2,80,B,
9805,1805,2,21,90,A,
9806,1806,2,16,90,A,
9807,1807,2,26,90,A,
9808,1808,2,22,90,A,
9809,1809,2,26,100,A,
9810,1810,2,22,90,A,
9811,1811,2,11,80,B,
9812,1812,2,1,100,A,
9813,1813,2,15,100,A,
9814,1814,2,28,80,B,
9815,1815,2,18,100,A,
9816,1816,2,25,90,A,
9817,1817,2,26,90,A,
9818,1818,2,26,80,B,
9819,1819,2,22,100,A,
9820,1820,2,21,100,A,
9821,1821,2,19,80,B,
9822,1822,2,19,100,A,
9823,1823,2,8,100,A,
9824,1824,2,24,100,A,
9825,1825,2,5,90,A,
9826,1826,2,8,100,A,
9827,1827,2,17,100,A,
9828,1828,2,5,100,A,
9829,1829,2,26,100,A,
9830,1830,2,15,80,B,
9831,1831,2,28,90,A,
9832,1832,2,17,80,B,
9833,1833,2,16,100,A,
9834,1834,2,12,90,A,
9835,1835,2,22,70,B,
9836,1836,2,21,90,A,
9837,1837,2,3,90,A,
9838,1838,2,27,100,A,
9839,1839,2,8,100,A,
9840,1840,2,13,90,A,
9841,1841,2,23,90,A,
9842,1842,2,18,100,A,
9843,1843,2,10,100,A,
9844,1844,2,25,90,A,
9845,1845,2,12,90,A,
9846,1846,2,15,90,A,
9847,1847,2,8,90,A,
9848,1848,2,21,80,B,
9849,1849,2,27,100,A,
9850,1850,2,12,90,A,
9851,1851,2,21,80,B,
9852,1852,2,6,90,A,
9853,1853,2,14,90,A,
9854,1854,2,22,100,A,
9855,1855,2,19,80,B,
9856,1856,2,20,80,B,
9857,1857,2,25,90,A,
9858,1858,2,9,100,A,
9859,1859,2,25,90,A,
9860,1860,2,23,90,A,
9861,1861,2,6,90,A,
9862,1862,2,4,90,A,
9863,1863,2,15,80,B,
9864,1864,2,29,80,B,
9865,1865,2,13,90,A,
9866,1866,2,26,70,B,
9867,1867,2,25,100,A,
9868,1868,2,28,90,A,
9869,1869,2,2,90,A,
9870,1870,2,17,90,A,
9871,1871,2,14,100,A,
9872,1872,2,14,90,A,
9873,1873,2,24,100,A,
9874,1874,2,5,60,C,
9875,1875,2,10,100,A,
9876,1876,2,7,80,B,
9877,1877,2,23,90,A,
9878,1878,2,29,90,A,
9879,1879,2,26,100,A,
9880,1880,2,14,100,A,
9881,1881,2,26,70,B,
9882,1882,2,12,100,A,
9883,1883,2,25,100,A,
9884,1884,2,15,90,A,
9885,1885,2,16,100,A,
9886,1886,2,11,100,A,
9887,1887,2,14,100,A,
9888,1888,2,3,80,B,
9889,1889,2,5,100,A,
9890,1890,2,12,80,B,
9891,1891,2,26,90,A,
9892,1892,2,23,90,A,
9893,1893,2,23,90,A,
9894,1894,2,24,90,A,
9895,1895,2,23,100,A,
9896,1896,2,20,100,A,
9897,1897,2,23,90,A,
9898,1898,2,8,100,A,
9899,1899,2,14,90,A,
9900,1900,2,23,80,B,
9901,1901,2,28,90,A,
9902,1902,2,21,60,C,
9903,1903,2,3,90,A,
9904,1904,2,4,70,B,
9905,1905,2,1,100,A,
9906,1906,2,22,80,B,
9907,1907,2,20,100,A,
9908,1908,2,24,100,A,
9909,1909,2,19,90,A,
9910,1910,2,26,90,A,
9911,1911,2,14,90,A,
9912,1912,2,2,90,A,
9913,1913,2,26,100,A,
9914,1914,2,5,70,B,
9915,1915,2,11,90,A,
9916,1916,2,7,80,B,
9917,1917,2,24,90,A,
9918,1918,2,23,90,A,
9919,1919,2,14,100,A,
9920,1920,2,13,90,A,
9921,1921,2,16,80,B,
9922,1922,2,12,100,A,
9923,1923,2,17,90,A,
9924,1924,2,3,90,A,
9925,1925,2,22,100,A,
9926,1926,2,16,90,A,
9927,1927,2,3,80,B,
9928,1928,2,12,100,A,
9929,1929,2,26,90,A,
9930,1930,2,12,100,A,
9931,1931,2,20,90,A,
9932,1932,2,11,100,A,
9933,1933,2,25,90,A,
9934,1934,2,15,90,A,
9935,1935,2,10,80,B,
9936,1936,2,14,100,A,
9937,1937,2,19,80,B,
9938,1938,2,2,100,A,
9939,1939,2,11,90,A,
9940,1940,2,12,90,A,
9941,1941,2,4,80,B,
9942,1942,2,20,100,A,
9943,1943,2,2,100,A,
9944,1944,2,26,90,A,
9945,1945,2,28,100,A,
9946,1946,2,9,90,A,
9947,1947,2,26,100,A,
9948,1948,2,21,90,A,
9949,1949,2,19,100,A,
9950,1950,2,10,90,A,
9951,1951,2,19,80,B,
9952,1952,2,19,80,B,
9953,1953,2,16,80,B,
9954,1954,2,26,90,A,
9955,1955,2,11,100,A,
9956,1956,2,14,80,B,
9957,1957,2,13,90,A,
9958,1958,2,21,90,A,
9959,1959,2,11,100,A,
9960,1960,2,23,90,A,
9961,1961,2,2,90,A,
9962,1962,2,18,80,B,
9963,1963,2,7,90,A,
9964,1964,2,13,90,A,
9965,1965,2,5,90,A,
9966,1966,2,3,80,B,
9967,1967,2,13,100,A,
9968,1968,2,2,100,A,
9969,1969,2,17,100,A,
9970,1970,2,20,60,C,
9971,1971,2,23,100,A,
9972,1972,2,16,100,A,
9973,1973,2,19,100,A,
9974,1974,2,23,90,A,
9975,1975,2,16,100,A,
9976,1976,2,5,80,B,
9977,1977,2,23,90,A,
9978,1978,2,21,90,A,
9979,1979,2,1,80,B,
9980,1980,2,17,80,B,
9981,1981,2,20,90,A,
9982,1982,2,25,100,A,
9983,1983,2,15,100,A,
9984,1984,2,18,80,B,
9985,1985,2,20,90,A,
9986,1986,2,13,100,A,
9987,1987,2,26,80,B,
9988,1988,2,18,90,A,
9989,1989,2,16,100,A,
9990,1990,2,24,100,A,
9991,1991,2,18,100,A,
9992,1992,2,21,80,B,
9993,1993,2,25,90,A,
9994,1994,2,16,100,A,
9995,1995,2,25,100,A,
9996,1996,2,21,90,A,
9997,1997,2,22,90,A,
9998,1998,2,20,90,A,
9999,1999,2,12,90,A,
10000,2000,2,24,90,A,
10001,2001,2,4,90,A,
10002,2002,2,4,80,B,
10003,2003,2,25,100,A,
10004,2004,2,12,90,A,
10005,2005,2,21,100,A,
10006,2006,2,20,100,A,
10007,2007,2,16,80,B,
10008,2008,2,26,90,A,
10009,2009,2,21,90,A,
10010,2010,2,29,80,B,
10011,2011,2,30,80,B,
10012,2012,2,1,90,A,
10013,2013,2,10,100,A,
10014,2014,2,17,90,A,
10015,2015,2,18,100,A,
10016,2016,2,16,100,A,
10017,2017,2,29,100,A,
10018,2018,2,2,100,A,
10019,2019,2,2,100,A,
10020,2020,2,28,100,A,
10021,2021,2,13,90,A,
10022,2022,2,27,100,A,
10023,2023,2,18,90,A,
10024,2024,2,16,100,A,
10025,2025,2,21,100,A,
10026,2026,2,9,100,A,
10027,2027,2,15,70,B,
10028,2028,2,17,100,A,
10029,2029,2,18,90,A,
10030,2030,2,6,100,A,
10031,2031,2,24,90,A,
10032,2032,2,23,90,A,
10033,2033,2,21,100,A,
10034,2034,2,26,80,B,
10035,2035,2,20,70,B,
10036,2036,2,22,100,A,
10037,2037,2,26,80,B,
10038,2038,2,19,100,A,
10039,2039,2,22,100,A,
10040,2040,2,20,80,B,
10041,2041,2,21,90,A,
10042,2042,2,26,100,A,
10043,2043,2,19,100,A,
10044,2044,2,23,90,A,
10045,2045,2,24,100,A,
10046,2046,2,27,100,A,
10047,2047,2,14,90,A,
10048,2048,2,25,70,B,
10049,2049,2,29,90,A,
10050,2050,2,22,90,A,
10051,2051,2,10,80,B,
10052,2052,2,10,90,A,
10053,2053,2,21,90,A,
10054,2054,2,3,100,A,
10055,2055,2,20,100,A,
10056,2056,2,10,80,B,
10057,2057,2,21,90,A,
10058,2058,2,20,100,A,
10059,2059,2,23,100,A,
10060,2060,2,10,100,A,
10061,2061,2,20,90,A,
10062,2062,2,28,90,A,
10063,2063,2,23,90,A,
10064,2064,2,18,100,A,
10065,2065,2,20,90,A,
10066,2066,2,26,100,A,
10067,2067,2,23,100,A,
10068,2068,2,26,80,B,
10069,2069,2,25,90,A,
10070,2070,2,29,90,A,
10071,2071,2,15,100,A,
10072,2072,2,30,100,A,
10073,2073,2,21,70,B,
10074,2074,2,26,70,B,
10075,2075,2,12,100,A,
10076,2076,2,1,80,B,
10077,2077,2,20,100,A,
10078,2078,2,6,100,A,
10079,2079,2,10,100,A,
10080,2080,2,23,80,B,
10081,2081,2,3,60,C,
10082,2082,2,10,100,A,
10083,2083,2,22,100,A,
10084,2084,2,8,80,B,
10085,2085,2,9,90,A,
10086,2086,2,23,100,A,
10087,2087,2,23,80,B,
10088,2088,2,4,90,A,
10089,2089,2,21,90,A,
10090,2090,2,27,90,A,
10091,2091,2,29,80,B,
10092,2092,2,23,90,A,
10093,2093,2,28,80,B,
10094,2094,2,10,100,A,
10095,2095,2,18,100,A,
10096,2096,2,26,90,A,
10097,2097,2,15,90,A,
10098,2098,2,26,100,A,
10099,2099,2,10,70,B,
10100,2100,2,9,80,B,
10101,2101,2,20,90,A,
10102,2102,2,3,70,B,
10103,2103,2,8,100,A,
10104,2104,2,19,90,A,
10105,2105,2,7,90,A,
10106,2106,2,6,80,B,
10107,2107,2,18,90,A,
10108,2108,2,8,100,A,
10109,2109,2,12,90,A,
10110,2110,2,11,90,A,
10111,2111,2,26,90,A,
10112,2112,2,11,80,B,
10113,2113,2,30,90,A,
10114,2114,2,8,80,B,
10115,2115,2,26,100,A,
10116,2116,2,21,90,A,
10117,2117,2,20,100,A,
10118,2118,2,16,70,B,
10119,2119,2,29,90,A,
10120,2120,2,24,90,A,
10121,2121,2,15,80,B,
10122,2122,2,15,100,A,
10123,2123,2,9,90,A,
10124,2124,2,6,90,A,
10125,2125,2,26,100,A,
10126,2126,2,26,100,A,
10127,2127,2,13,100,A,
10128,2128,2,25,100,A,
10129,2129,2,26,90,A,
10130,2130,2,23,70,B,
10131,2131,2,21,90,A,
10132,2132,2,21,90,A,
10133,2133,2,24,90,A,
10134,2134,2,12,100,A,
10135,2135,2,21,90,A,
10136,2136,2,17,100,A,
10137,2137,2,17,80,B,
10138,2138,2,15,100,A,
10139,2139,2,20,80,B,
10140,2140,2,27,90,A,
10141,2141,2,17,100,A,
10142,2142,2,12,100,A,
10143,2143,2,26,90,A,
10144,2144,2,15,90,A,
10145,2145,2,25,100,A,
10146,2146,2,18,100,A,
10147,2147,2,23,90,A,
10148,2148,2,11,90,A,
10149,2149,2,21,90,A,
10150,2150,2,6,90,A,
10151,2151,2,14,90,A,
10152,2152,2,16,100,A,
10153,2153,2,22,90,A,
10154,2154,2,20,90,A,
10155,2155,2,23,90,A,
10156,2156,2,28,90,A,
10157,2157,2,14,90,A,
10158,2158,2,11,100,A,
10159,2159,2,15,90,A,
10160,2160,2,28,100,A,
10161,2161,2,29,100,A,
10162,2162,2,24,80,B,
10163,2163,2,15,100,A,
10164,2164,2,9,80,B,
10165,2165,2,11,90,A,
10166,2166,2,17,80,B,
10167,2167,2,22,100,A,
10168,2168,2,3,100,A,
10169,2169,2,29,70,B,
10170,2170,2,20,80,B,
10171,2171,2,12,100,A,
10172,2172,2,15,90,A,
10173,2173,2,16,70,B,
10174,2174,2,25,80,B,
10175,2175,2,4,100,A,
10176,2176,2,25,80,B,
10177,2177,2,9,90,A,
10178,2178,2,21,90,A,
10179,2179,2,20,90,A,
10180,2180,2,23,100,A,
10181,2181,2,23,80,B,
10182,2182,2,25,100,A,
10183,2183,2,29,100,A,
10184,2184,2,21,50,C,
10185,2185,2,25,90,A,
10186,2186,2,27,100,A,
10187,2187,2,24,70,B,
10188,2188,2,22,90,A,
10189,2189,2,22,100,A,
10190,2190,2,20,80,B,
10191,2191,2,23,100,A,
10192,2192,2,21,80,B,
10193,2193,2,12,80,B,
10194,2194,2,7,100,A,
10195,2195,2,11,80,B,
10196,2196,2,16,90,A,
10197,2197,2,5,90,A,
10198,2198,2,21,80,B,
10199,2199,2,23,90,A,
10200,2200,2,27,80,B,
10201,2201,2,26,90,A,
10202,2202,2,11,80,B,
10203,2203,2,18,100,A,
10204,2204,2,11,100,A,
10205,2205,2,4,90,A,
10206,2206,2,17,90,A,
10207,2207,2,21,80,B,
10208,2208,2,18,90,A,
10209,2209,2,16,100,A,
10210,2210,2,25,80,B,
10211,2211,2,22,70,B,
10212,2212,2,24,90,A,
10213,2213,2,15,90,A,
10214,2214,2,24,90,A,
10215,2215,2,10,100,A,
10216,2216,2,21,100,A,
10217,2217,2,16,100,A,
10218,2218,2,2,90,A,
10219,2219,2,2,100,A,
10220,2220,2,29,100,A,
10221,2221,2,22,80,B,
10222,2222,2,17,90,A,
10223,2223,2,18,90,A,
10224,2224,2,24,100,A,
10225,2225,2,17,100,A,
10226,2226,2,23,90,A,
10227,2227,2,27,90,A,
10228,2228,2,13,90,A,
10229,2229,2,16,90,A,
10230,2230,2,23,80,B,
10231,2231,2,24,70,B,
10232,2232,2,20,100,A,
10233,2233,2,2,100,A,
10234,2234,2,21,100,A,
10235,2235,2,11,80,B,
10236,2236,2,4,100,A,
10237,2237,2,20,90,A,
10238,2238,2,7,100,A,
10239,2239,2,1,100,A,
10240,2240,2,18,80,B,
10241,2241,2,13,90,A,
10242,2242,2,10,100,A,
10243,2243,2,12,90,A,
10244,2244,2,15,90,A,
10245,2245,2,20,100,A,
10246,2246,2,18,100,A,
10247,2247,2,9,100,A,
10248,2248,2,23,90,A,
10249,2249,2,23,100,A,
10250,2250,2,7,90,A,
10251,2251,2,8,80,B,
10252,2252,2,15,90,A,
10253,2253,2,24,80,B,
10254,2254,2,19,90,A,
10255,2255,2,10,80,B,
10256,2256,2,18,90,A,
10257,2257,2,12,100,A,
10258,2258,2,21,100,A,
10259,2259,2,28,90,A,
10260,2260,2,13,90,A,
10261,2261,2,23,90,A,
10262,2262,2,30,80,B,
10263,2263,2,22,100,A,
10264,2264,2,3,90,A,
10265,2265,2,5,80,B,
10266,2266,2,12,70,B,
10267,2267,2,26,90,A,
10268,2268,2,19,90,A,
10269,2269,2,20,80,B,
10270,2270,2,9,80,B,
10271,2271,2,21,100,A,
10272,2272,2,19,100,A,
10273,2273,2,25,70,B,
10274,2274,2,26,90,A,
10275,2275,2,7,100,A,
10276,2276,2,26,80,B,
10277,2277,2,8,100,A,
10278,2278,2,27,80,B,
10279,2279,2,8,100,A,
10280,2280,2,11,100,A,
10281,2281,2,27,100,A,
10282,2282,2,17,100,A,
10283,2283,2,2,100,A,
10284,2284,2,28,80,B,
10285,2285,2,23,100,A,
10286,2286,2,29,100,A,
10287,2287,2,23,70,B,
10288,2288,2,19,90,A,
10289,2289,2,26,100,A,
10290,2290,2,20,80,B,
10291,2291,2,23,100,A,
10292,2292,2,12,80,B,
10293,2293,2,2,80,B,
10294,2294,2,19,100,A,
10295,2295,2,19,90,A,
10296,2296,2,23,100,A,
10297,2297,2,23,70,B,
10298,2298,2,5,100,A,
10299,2299,2,18,90,A,
10300,2300,2,2,80,B,
10301,2301,2,21,100,A,
10302,2302,2,13,90,A,
10303,2303,2,21,90,A,
10304,2304,2,8,80,B,
10305,2305,2,25,100,A,
10306,2306,2,14,70,B,
10307,2307,2,27,90,A,
10308,2308,2,10,100,A,
10309,2309,2,13,90,A,
10310,2310,2,15,80,B,
10311,2311,2,16,80,B,
10312,2312,2,20,100,A,
10313,2313,2,16,90,A,
10314,2314,2,23,90,A,
10315,2315,2,23,90,A,
10316,2316,2,24,100,A,
10317,2317,2,23,100,A,
10318,2318,2,8,70,B,
10319,2319,2,13,100,A,
10320,2320,2,26,90,A,
10321,2321,2,29,90,A,
10322,2322,2,15,90,A,
10323,2323,2,23,100,A,
10324,2324,2,9,90,A,
10325,2325,2,13,90,A,
10326,2326,2,8,80,B,
10327,2327,2,19,100,A,
10328,2328,2,4,90,A,
10329,2329,2,12,90,A,
10330,2330,2,20,70,B,
10331,2331,2,21,70,B,
10332,2332,2,5,90,A,
10333,2333,2,24,100,A,
10334,2334,2,1,100,A,
10335,2335,2,2,90,A,
10336,2336,2,21,100,A,
10337,2337,2,25,90,A,
10338,2338,2,12,100,A,
10339,2339,2,28,90,A,
10340,2340,2,19,80,B,
10341,2341,2,24,100,A,
10342,2342,2,24,100,A,
10343,2343,2,27,100,A,
10344,2344,2,1,90,A,
10345,2345,2,4,100,A,
10346,2346,2,21,90,A,
10347,2347,2,26,90,A,
10348,2348,2,9,90,A,
10349,2349,2,4,100,A,
10350,2350,2,9,90,A,
10351,2351,2,25,80,B,
10352,2352,2,18,90,A,
10353,2353,2,16,80,B,
10354,2354,2,8,100,A,
10355,2355,2,21,90,A,
10356,2356,2,23,100,A,
10357,2357,2,8,100,A,
10358,2358,2,12,90,A,
10359,2359,2,2,100,A,
10360,2360,2,23,100,A,
10361,2361,2,9,100,A,
10362,2362,2,19,80,B,
10363,2363,2,4,100,A,
10364,2364,2,23,100,A,
10365,2365,2,18,90,A,
10366,2366,2,10,80,B,
10367,2367,2,12,90,A,
10368,2368,2,24,100,A,
10369,2369,2,11,70,B,
10370,2370,2,26,100,A,
10371,2371,2,14,100,A,
10372,2372,2,22,90,A,
10373,2373,2,25,100,A,
10374,2374,2,4,70,B,
10375,2375,2,18,100,A,
10376,2376,2,15,80,B,
10377,2377,2,26,100,A,
10378,2378,2,1,100,A,
10379,2379,2,11,90,A,
10380,2380,2,8,80,B,
10381,2381,2,22,90,A,
10382,2382,2,20,100,A,
10383,2383,2,9,100,A,
10384,2384,2,22,80,B,
10385,2385,2,5,100,A,
10386,2386,2,26,100,A,
10387,2387,2,19,80,B,
10388,2388,2,6,100,A,
10389,2389,2,25,100,A,
10390,2390,2,12,90,A,
10391,2391,2,27,100,A,
10392,2392,2,1,70,B,
10393,2393,2,11,60,C,
10394,2394,2,1,80,B,
10395,2395,2,13,90,A,
10396,2396,2,21,100,A,
10397,2397,2,7,80,B,
10398,2398,2,28,90,A,
10399,2399,2,14,90,A,
10400,2400,2,12,80,B,
10401,2401,2,22,90,A,
10402,2402,2,23,80,B,
10403,2403,2,27,100,A,
10404,2404,2,1,90,A,
10405,2405,2,28,100,A,
10406,2406,2,23,100,A,
10407,2407,2,28,100,A,
10408,2408,2,23,100,A,
10409,2409,2,23,90,A,
10410,2410,2,9,90,A,
10411,2411,2,22,80,B,
10412,2412,2,23,90,A,
10413,2413,2,11,100,A,
10414,2414,2,10,90,A,
10415,2415,2,13,80,B,
10416,2416,2,15,90,A,
10417,2417,2,25,100,A,
10418,2418,2,24,70,B,
10419,2419,2,6,90,A,
10420,2420,2,23,100,A,
10421,2421,2,16,80,B,
10422,2422,2,5,90,A,
10423,2423,2,23,90,A,
10424,2424,2,25,100,A,
10425,2425,2,27,90,A,
10426,2426,2,13,80,B,
10427,2427,2,15,100,A,
10428,2428,2,9,100,A,
10429,2429,2,20,100,A,
10430,2430,2,27,90,A,
10431,2431,2,8,100,A,
10432,2432,2,12,90,A,
10433,2433,2,14,90,A,
10434,2434,2,12,90,A,
10435,2435,2,20,80,B,
10436,2436,2,21,80,B,
10437,2437,2,27,90,A,
10438,2438,2,25,100,A,
10439,2439,2,17,100,A,
10440,2440,2,30,80,B,
10441,2441,2,4,100,A,
10442,2442,2,25,100,A,
10443,2443,2,7,90,A,
10444,2444,2,20,100,A,
10445,2445,2,16,100,A,
10446,2446,2,6,90,A,
10447,2447,2,25,90,A,
10448,2448,2,7,80,B,
10449,2449,2,23,90,A,
10450,2450,2,20,80,B,
10451,2451,2,22,80,B,
10452,2452,2,3,90,A,
10453,2453,2,2,90,A,
10454,2454,2,19,100,A,
10455,2455,2,22,90,A,
10456,2456,2,18,100,A,
10457,2457,2,22,80,B,
10458,2458,2,10,90,A,
