StudentID,City,Town
2150,Kafr El Sheikh,Beni Ebeid
2151,Kafr El Sheikh,Ezbet El Borg
2152,Faiyum,El Rhoda
2153,Giza,Mallawi
2154,Cairo,Dekernes
2155,Cairo,New Akhmim
2156,New Valley,Sidi Barrani
2157,Faiyum,El Mahmoudiyah
2158,Luxor,Mit El Korama
2159,Cairo,New Sohag
2160,Faiyum,Baltim
2161,Cairo,Obour
2162,North Sinai,Al Khankah
2163,Giza,El Qanater El Khayreya
2164,Red Sea,Maghagha
2165,Alexandria,Badr
2166,New Valley,Ezbet El Borg
2167,Mansoura,El Basaliya
2168,Aswan,El Shohada
2169,Cairo,Dahab
2170,Alexandria,El Rhoda
2171,Cairo,Borg El Burullus
2172,BeniSuef,Khanka
2173,Minya,Baltim
2174,Minya,Daraw
2175,Cairo,Shubra Khit
2176,Cairo,Naqada
2177,Minya,Monsha'at El-Qanater
2178,Minya,Faqous
2179,Ismailia,6th of October
2180,Minya,Mit Salsil
2181,Giza,Mit Kenana
2182,Giza,Metoubes
2183,Giza,El Zarqa
2184,Alexandria,Mit Fadala
2185,Alexandria,Farshut
2186,Alexandria,El Gamaliya
2187,Gharbia,Shubra Khit
2188,Damietta,Beni Suef
2189,Cairo,Kafr El Dawwar
2190,Mansoura,Kafr Saqr
2191,Sharqia,Sumusta El Waqf
2192,Giza,Quesna
2193,Giza,El Shorouk
2194,Mansoura,Akhmim
2195,Sohag,New Sohag
2196,Faiyum,Beni Ebeid
2197,Giza,Sahel Selim
2198,Minya,Sodfa
2199,Giza,El Mansha
2200,Cairo,Sidi Salem
2201,Giza,Beni Mazar
2202,Cairo,Metoubes
2203,Cairo,Borg El Burullus
2204,Cairo,Beni Mazar
2205,South Sinai,El Qusiya
2206,Minya,Mit Abu El Kom
2207,Cairo,Sidi Salem
2208,Cairo,El Santa
2209,Mansoura,Kom Ombo
2210,Alexandria,Saqultah
2211,Qalyubia,Maadi
2212,Cairo,El Mahalla El Kubra
2213,Alexandria,El Dabaa
2214,Ismailia,Dairut
2215,Alexandria,Fayed
2216,BeniSuef,Mit Rahina
2217,Kafr El Sheikh,Sinnuris
2218,Alexandria,Menouf
2219,Cairo,Safaga
2220,Cairo,Biyala
2221,Giza,New Sohag
2222,Cairo,New Qena
2223,Cairo,Shubra El Kheima
2224,Cairo,Shibin El Kom
2225,Cairo,New Asyut
2226,Cairo,Sodfa
2227,Suez,Kafr Saad
2228,Cairo,Baltim
2229,Mansoura,Mit Yazid
2230,Giza,Bush
2231,Alexandria,Hurghada
2232,Mansoura,El Arish
2233,Alexandria,Beni Suef
2234,Mansoura,El Matareya
2235,Faiyum,Sadat
2236,Giza,Mut
2237,Cairo,Matai
2238,Cairo,Kafr Zarqan
2239,Giza,New Tiba
2240,BeniSuef,Bush
2241,South Sinai,Rafah
2242,Alexandria,10th of Ramadan
2243,Luxor,Kafr Zarqan
2244,Alexandria,El Shohada
2245,Alexandria,Kafr Shukr
2246,Alexandria,Ras Sedr
2247,Sohag,Basyoun
2248,BeniSuef,El Badari
2249,Cairo,Abu Hummus
2250,Monufia,El Kareen
2251,Cairo,Ezbet El Borg
2252,Alexandria,Edfu
2253,Mansoura,Khanka
2254,Cairo,Dairut
2255,Giza,Ras Gharib
2256,Minya,Tukh
2257,Alexandria,Juhayna
2258,Alexandria,El Qanater El Khayreya
2259,Alexandria,Itay El Barud
2260,Red Sea,Rosetta
2261,Cairo,Kafr El Zayat
2262,Cairo,New Borg El Arab
2263,Giza,Manfalut
2264,Ismailia,El Mahmoudiyah
2265,Gharbia,Tala
2266,Giza,Awsim
2267,Cairo,El Kareen
2268,Mansoura,New Qena
2269,Cairo,El Kareen
2270,Cairo,Daraw
2271,Faiyum,Monsha'at El-Qanater
2272,Port Said,Maadi
2273,Alexandria,Wadi El Natrun
2274,Cairo,Nabaroh
2275,Cairo,Zefta
2276,Cairo,El Hamool
2277,Cairo,New Aswan
2278,Cairo,Mit Abu Ghaleb
2279,Mansoura,Ras Sedr
2280,Port Said,El Rhoda
2281,Alexandria,El Husseiniya
2282,Minya,Mit Abu El Kom
2283,Mansoura,Sadat
2284,Cairo,Basyoun
2285,Cairo,Kafr El Batikh
2286,Cairo,El Hamam
2287,Qalyubia,Sers El Lyan
2288,New Valley,El Rhoda
2289,Aswan,El Rhoda
2290,Damietta,New Tiba
2291,Qena,Sherbin
2292,Aswan,Minyet El Nasr
2293,Kafr El Sheikh,New Minya
2294,Minya,El Senbellawein
2295,Cairo,El Bagour
2296,Luxor,El Shohada
2297,Qalyubia,Rafah
2298,Cairo,Beni Mazar
2299,Minya,Dar El Salam
2300,Port Said,Tukh
2301,Giza,Khusus
2302,Beheira,Esna
2303,Giza,Marsa Alam
2304,Alexandria,Farshut
2305,Kafr El Sheikh,El Manzala
2306,Cairo,Metoubes
2307,Cairo,Nabaroh
2308,Qalyubia,Awsim
2309,Red Sea,El Qantara
2310,Port Said,New Beni Suef
2311,BeniSuef,Shibin El Qanater
2312,Qena,El Tor
2313,Cairo,Borg El Arab
2314,Giza,El Zarqa
2315,Port Said,Mit Salsil
2316,Minya,Faqous
2317,Mansoura,Ras Burqa
2318,Alexandria,El Matareya
2319,Port Said,Arish
2320,Mansoura,Kafr Saqr
2321,Damietta,Banha
2322,Cairo,Metoubes
2323,Giza,El Kanayat
2324,New Valley,Mit El Korama
2325,Faiyum,Girga
2326,Qena,Mit Ghamr
2327,Giza,Sheikh Zuweid
2328,Matruh,Mit Abu El Kom
2329,Giza,Mit Salsil
2330,Ismailia,Ras El Bar
2331,Giza,El Alamein
2332,Alexandria,Dekernes
2333,Beheira,El Matareya
2334,Giza,Qaha
2335,Minya,New Akhmim
2336,Mansoura,Mit El Korama
2337,Giza,El Ghanayem
2338,Mansoura,Faqous
2339,Cairo,El Kanayat
2340,Giza,New Beni Suef
2341,Alexandria,El Shorouk
2342,Monufia,El Ghanayem
2343,Cairo,El Waqf
2344,Cairo,Abu Hummus
2345,Alexandria,New Salhia
2346,Alexandria,Fayed
2347,Sohag,Qus
2348,Cairo,Mallawi
2349,Mansoura,Sadat
2350,North Sinai,El Alamein
2351,Ismailia,Matai
2352,Cairo,New Asyut
2353,Giza,Quesna
2354,Faiyum,Badr
2355,Giza,El Hamam
2356,Alexandria,Ras Shokeir
2357,South Sinai,Kafr Saad
2358,Port Said,New Faiyum
2359,Alexandria,Saqultah
2360,Cairo,El Balyana
2361,Alexandria,Basyoun
2362,Qena,Saint Catherine
2363,Alexandria,Talkha
2364,Cairo,Mit Sudan
2365,Cairo,Faraskur
2366,Giza,Mit Elwan
2367,Asyut,Monsha'at El-Qanater
2368,Beheira,Itsa
2369,Mansoura,Badr
2370,Beheira,Rafah
2371,Giza,Sodfa
2372,Giza,El Qoseir
2373,Giza,Dar El Salam
2374,Qalyubia,El Kareen
2375,Sharqia,Shibin El Qanater
2376,Alexandria,El Wasta
2377,Alexandria,Khusus
2378,Suez,El Hawamdeya
2379,Cairo,Tanta
2380,Giza,Fayed
2381,New Valley,Ras Burqa
2382,Alexandria,Birket El Sab
2383,Giza,El Mansha
2384,Alexandria,Talkha
2385,Aswan,El Mahmoudiyah
2386,Alexandria,Shibin El Kom
2387,Qalyubia,Awsim
2388,Damietta,El Basaliya
2389,Cairo,Mit Abu Ghaleb
2390,Cairo,Matai
2391,Gharbia,El Ghanayem
2392,Red Sea,Tukh
2393,BeniSuef,6th of October
2394,Mansoura,Itay El Barud
2395,Ismailia,Abu El Matamir
2396,New Valley,Borg El Burullus
2397,Cairo,Naqada
2398,Giza,Farshut
2399,Minya,Bush
2400,Cairo,Qus
2401,Cairo,Naqada
2402,Faiyum,Metoubes
2403,Alexandria,New Cairo
2404,Giza,Faraskur
2405,New Valley,El Badari
2406,Alexandria,El Fashn
2407,Minya,Qallin
2408,Cairo,Sidi Salem
2409,Cairo,El Kareen
2410,Giza,Sidi Salem
2411,Luxor,Sidi Barrani
2412,Cairo,Mit Salsil
2413,Mansoura,Edku
2414,Cairo,Nag Hammadi
2415,Minya,Mit El Korama
2416,Red Sea,Mit Adlan
2417,Alexandria,Maadi
2418,Alexandria,El Alamein
2419,Giza,Mit El Korama
2420,New Valley,El Ayyat
2421,Red Sea,Mit Abu Ghaleb
2422,Alexandria,Dar El Salam
2423,Cairo,Kerdasa
2424,Alexandria,Ashmoun
2425,Gharbia,Girga
2426,Sohag,Qus
2427,New Valley,Mashtool El Souk
2428,North Sinai,Zefta
2429,Minya,Tanta
2430,Alexandria,Talkha
2431,Cairo,Mit Yazid
2432,Cairo,Safaga
2433,Minya,Fuka
2434,Luxor,El Kareen
2435,Alexandria,Qift
2436,Luxor,Marsa Alam
2437,Kafr El Sheikh,Fuka
2438,North Sinai,Sinnuris
2439,Alexandria,Dekernes
2440,Qena,Sherbin
2441,Cairo,New Salhia
2442,Alexandria,New Tiba
2443,Qena,Samalut
2444,Alexandria,Dar El Salam
2445,Giza,Ezbet El Borg
2446,Cairo,Talkha
2447,Giza,Monsha'at El-Qanater
2448,Cairo,New Alamein
2449,Cairo,Abu Hummus
2450,Damietta,El Sarw
2451,Minya,Mit Rahina
2452,Giza,Shubra Khit
2453,Cairo,Akhmim
2454,Giza,Bush
2455,Port Said,Kafr El Zayat
2456,Suez,Sidi Barrani
2457,Alexandria,El Zarqa
2458,Alexandria,El Idwa
2459,Giza,Sers El Lyan
2460,Cairo,El Qanater El Khayreya
2461,Cairo,El Shorouk
2462,Qena,Sheikh Zuweid
2463,Cairo,Kafr El Zayat
2464,Giza,Farshut
2465,Alexandria,Dahab
2466,Cairo,Ashmoun
2467,Cairo,El Shorouk
2468,Giza,Mit Bera
2469,Cairo,Mit Ghamr
2470,Giza,El Rahmaniya
2471,Cairo,New Faiyum
2472,Cairo,New Tiba
2473,Kafr El Sheikh,Birket El Sab
2474,North Sinai,Siwa Oasis
2475,Alexandria,El Bayadiya
2476,Alexandria,Mit Ghamr
2477,Giza,Ras Shokeir
2478,Cairo,Abu Hummus
2479,Cairo,Abu Tesht
2480,Giza,Minyet El Nasr
2481,Alexandria,Itsa
2482,Minya,Ras El Bar
2483,Alexandria,Sidi Barrani
2484,Minya,Monsha'at El-Qanater
2485,Alexandria,New Beni Suef
2486,North Sinai,Tala
2487,Alexandria,El Idwa
2488,Giza,El Mansha
2489,Cairo,Manfalut
2490,Alexandria,El Santa
2491,Alexandria,Siwa Oasis
2492,Dakahlia,Dahab
2493,Minya,Shubra Khit
2494,Giza,Biyala
2495,Cairo,El Wasta
2496,Cairo,El Maragha
2497,Cairo,El Ghanayem
2498,Alexandria,Siwa Oasis
2499,Dakahlia,Belqas
2500,Qalyubia,El Matareya
2501,Alexandria,Damanhur
2502,Alexandria,Tima
2503,Minya,Menouf
2504,Cairo,El Bayadiya
2505,Alexandria,Shubra Khit
2506,Alexandria,Tahta
2507,New Valley,Matai
2508,Minya,Fuka
2509,Cairo,El Kanayat
2510,Alexandria,El Reyad
2511,Alexandria,New Asyut
2512,Alexandria,Saint Catherine
2513,Alexandria,Sers El Lyan
2514,Mansoura,Arish
2515,Mansoura,El Ghanayem
2516,Cairo,Girga
2517,Cairo,Mit Salsil
2518,Giza,Mit Adlan
2519,North Sinai,Samanoud
2520,Matruh,New Akhmim
2521,Cairo,Sinnuris
2522,Giza,Tamiya
2523,Cairo,El Bayadiya
2524,Giza,El Basaliya
2525,Giza,Kafr Saqr
2526,Minya,Abu Hummus
2527,Mansoura,El Bagour
2528,Giza,Birket El Sab
2529,Cairo,Mit Salsil
2530,Alexandria,El Dabaa
2531,Gharbia,Zagazig
2532,Giza,Hosh Essa
2533,Matruh,Khusus
2534,Minya,Matai
2535,Alexandria,Itsa
2536,Alexandria,Mit El Korama
2537,Beheira,El Ibrahimiya
2538,Cairo,Mut
2539,Gharbia,El Santa
2540,Giza,Baltim
2541,Minya,Banha
2542,Alexandria,Badr
2543,Alexandria,Ras Shokeir
2544,Alexandria,Dekernes
2545,Faiyum,Kafr Saad
2546,Giza,Damanhur
2547,Cairo,Qus
2548,Cairo,New Salhia
2549,Aswan,Mallawi
2550,Giza,10th of Ramadan
2551,Alexandria,El Alamein
2552,Minya,6th of October
2553,Giza,Qus
2554,Damietta,Beni Mazar
2555,Alexandria,El Reyad
2556,Mansoura,Safaga
2557,Mansoura,New Asyut
2558,Mansoura,Kharga
2559,Cairo,Bilbeis
2560,Kafr El Sheikh,El Maragha
2561,Alexandria,New Faiyum
2562,Giza,El Wasta
2563,Cairo,Kafr Saqr
2564,Alexandria,El Hawamdeya
2565,Cairo,El Rhoda
2566,Sharqia,Mit Ghamr
2567,Red Sea,El Hawamdeya
2568,Suez,Mallawi
2569,Beheira,El Qanater El Khayreya
2570,Giza,Awsim
2571,Qalyubia,Manfalut
2572,Alexandria,El Mahalla El Kubra
2573,Qalyubia,Sidi Salem
2574,Cairo,El Mansha
2575,Mansoura,Tell El Kebir
2576,Aswan,New Salhia
2577,Giza,Ras Sedr
2578,Cairo,El Kanayat
2579,Minya,Sers El Lyan
2580,Mansoura,El Waqf
2581,Cairo,Kom Hamada
2582,Minya,Zagazig
2583,Damietta,Mit Elwan
2584,Giza,El Gamaliya
2585,Giza,El Fashn
2586,Qalyubia,Kafr El Dawwar
2587,Cairo,El Senbellawein
2588,Alexandria,El Arish
2589,Cairo,El Mansha
2590,Giza,El Shohada
2591,Alexandria,Kafr El Dawwar
2592,Alexandria,El Delengath
2593,Cairo,New Beni Suef
2594,Giza,El Basaliya
2595,Monufia,El Fashn
2596,Alexandria,Esna
2597,Cairo,Tell El Kebir
2598,Kafr El Sheikh,Mashtool El Souk
2599,Monufia,Zagazig
2600,Aswan,Akhmim
2601,Port Said,El Rahmaniya
2602,Cairo,Sidi Salem
2603,Luxor,Khanka
2604,Port Said,Hihya
2605,Suez,Sahel Selim
2606,Alexandria,Mit Sudan
2607,North Sinai,Al Khankah
2608,Minya,Dahab
2609,Giza,El Husseiniya
2610,Alexandria,El Senbellawein
2611,Damietta,El Balyana
2612,Alexandria,El Mahalla El Kubra
2613,Giza,Mit El Korama
2614,Damietta,El Sebaiya
2615,Cairo,El Badari
2616,Minya,Qus
2617,Sohag,Faqous
2618,Cairo,Mit Ghamr
2619,Alexandria,New Sohag
2620,Luxor,Khusus
2621,Cairo,Awsim
2622,Red Sea,Sodfa
2623,Port Said,El Qusiya
2624,Port Said,New Nubariya
2625,Red Sea,Kom Hamada
2626,Dakahlia,Kafr Zarqan
2627,Dakahlia,Mallawi
2628,New Valley,Mit Rahina
2629,Cairo,Borg El Burullus
2630,Giza,Hurghada
2631,Giza,Dahab
2632,Giza,El Qusiya
2633,Red Sea,Kotoor
2634,Alexandria,El Tor
2635,Matruh,Obour
2636,Luxor,Mit Bera
2637,Minya,Farshut
2638,Alexandria,New Asyut
2639,Alexandria,New Alamein
2640,Damietta,Wadi El Natrun
2641,Giza,Kerdasa
2642,Alexandria,Wadi El Natrun
2643,Red Sea,Mit Bera
2644,BeniSuef,Abu Tesht
2645,Suez,El Alamein
2646,Giza,El Reyad
2647,Cairo,New Salhia
2648,Alexandria,El Dabaa
2649,Giza,Samalut
2650,Ismailia,El Husseiniya
2651,Giza,El Shorouk
2652,Cairo,Arish
2653,North Sinai,Kom Hamada
2654,Giza,El Tor
2655,Cairo,Sahel Selim
2656,BeniSuef,15th of May
2657,Giza,Fayed
2658,Qalyubia,Mit Adlan
2659,Giza,Wadi El Natrun
2660,Cairo,Edfu
2661,Cairo,6th of October
2662,Giza,El Qusiya
2663,Qena,Shubra Khit
2664,Gharbia,Safaga
2665,Alexandria,El Maragha
2666,Cairo,Tukh
2667,Ismailia,Samalut
2668,Qena,Banha
2669,Giza,Hurghada
2670,Cairo,El Reyad
2671,Giza,Shibin El Qanater
2672,South Sinai,Shubra El Kheima
2673,Qalyubia,Beni Suef
2674,Minya,Qallin
2675,Mansoura,Dekernes
2676,Alexandria,El Hawamdeya
2677,Giza,Shibin El Qanater
2678,Giza,Sinnuris
2679,Cairo,El Qusiya
2680,Red Sea,Ibsheway
2681,Monufia,El Shohada
2682,Giza,Hosh Essa
2683,Cairo,El Qoseir
2684,Suez,Nag Hammadi
2685,South Sinai,Qallin
2686,Cairo,Tala
2687,Cairo,Monsha'at El-Qanater
2688,Cairo,Mallawi
2689,Giza,Mit El Korama
2690,Minya,New Borg El Arab
2691,Aswan,Zefta
2692,Minya,Borg El Arab
2693,Alexandria,Mit Sudan
2694,Cairo,Dairut
2695,South Sinai,Kotoor
2696,North Sinai,Mit Fadala
2697,Qena,El Sarw
2698,Monufia,El Bagour
2699,South Sinai,Rafah
2700,Cairo,Mit Yazid
2701,Cairo,El Kanayat
2702,Alexandria,El Maragha
2703,Asyut,Sahel Selim
2704,Ismailia,Marsa Alam
2705,Cairo,Ashmoun
2706,North Sinai,Rosetta
2707,New Valley,Sidi Salem
2708,Giza,Sinnuris
2709,Giza,El Maragha
2710,Damietta,Edku
2711,Damietta,El Qusiya
2712,Red Sea,El Ghanayem
2713,Alexandria,Mit Sudan
2714,Cairo,El Qantara
2715,Beheira,Mit Abu Ghaleb
2716,Alexandria,Sahel Selim
2717,Sohag,Hosh Essa
2718,Cairo,El Arish
2719,Giza,Beni Suef
2720,Alexandria,El Qantara
2721,Giza,Kafr Shukr
2722,Giza,Badr
2723,Faiyum,Mit Rahina
2724,Kafr El Sheikh,Ashmoun
2725,Cairo,Kotoor
2726,Cairo,El Ghanayem
2727,Alexandria,Sumusta El Waqf
2728,Cairo,Mut
2729,Cairo,Sodfa
2730,Cairo,El Senbellawein
2731,Cairo,New Cairo
2732,Alexandria,El Qantara
2733,Giza,El Mahalla El Kubra
2734,Mansoura,Abu El Matamir
2735,Alexandria,Shubra El Kheima
2736,Cairo,New Faiyum
2737,Mansoura,Esna
2738,Alexandria,New Alamein
2739,Sohag,El Waqf
2740,Alexandria,New Tiba
2741,Giza,El Bayadiya
2742,New Valley,Abu El Matamir
2743,Cairo,Badr
2744,Qena,El Mansha
2745,Alexandria,Nabaroh
2746,South Sinai,Siwa Oasis
2747,Alexandria,Mit Abu Ghaleb
2748,Minya,Nag Hammadi
2749,Sharqia,Ibsheway
2750,Cairo,El Qusiya
2751,Port Said,Obour
2752,Cairo,Naqada
2753,Giza,Samalut
2754,Aswan,New Cairo
2755,Aswan,Tamiya
2756,Minya,Sumusta El Waqf
2757,Minya,El Bagour
2758,Cairo,Al Khankah
2759,North Sinai,Shibin El Kom
2760,Minya,El Shorouk
2761,Alexandria,El Matareya
2762,Cairo,New Salhia
2763,Sohag,El Wasta
2764,Cairo,El Shorouk
2765,Asyut,Hihya
2766,New Valley,Hurghada
2767,Cairo,El Dabaa
2768,Alexandria,Monsha'at El-Qanater
2769,South Sinai,Ras El Bar
2770,Alexandria,Menouf
2771,Damietta,Edfu
2772,Cairo,Manfalut
2773,Giza,Sidi Salem
2774,Alexandria,Biyala
2775,Alexandria,Ezbet El Borg
2776,Mansoura,15th of May
2777,Cairo,Kafr Zarqan
2778,Minya,El Husseiniya
2779,New Valley,Esna
2780,Mansoura,El Husseiniya
2781,Qalyubia,Nag Hammadi
2782,Alexandria,Qus
2783,Alexandria,Basyoun
2784,Minya,Rafah
2785,Alexandria,Beni Suef
2786,Alexandria,Ras Gharib
2787,Cairo,Mit Sudan
2788,Beheira,Mit El Korama
2789,Cairo,Biyala
2790,BeniSuef,Sahel Selim
2791,Cairo,Itay El Barud
2792,Asyut,El Santa
2793,North Sinai,El Hawamdeya
2794,Alexandria,El Qanater El Khayreya
2795,Mansoura,Ras Sedr
2796,Alexandria,Tamiya
2797,Giza,El Kareen
2798,Minya,Juhayna
2799,Cairo,Beni Ebeid
2800,Alexandria,New Salhia
2801,Alexandria,Edfu
2802,Cairo,Nabaroh
2803,Minya,Talkha
2804,Luxor,El Reyad
2805,South Sinai,Sumusta El Waqf
2806,Qalyubia,El Reyad
2807,Minya,Mersa Matruh
2808,Alexandria,Mit Abu Ghaleb
2809,Cairo,Obour
2810,Giza,Mallawi
2811,Cairo,Al Khankah
2812,Cairo,Awsim
2813,Port Said,El Hawamdeya
2814,Mansoura,Itay El Barud
2815,BeniSuef,Shubra El Kheima
2816,Alexandria,Monsha'at El-Qanater
2817,Alexandria,Kafr Shukr
2818,Faiyum,El Reyad
2819,Cairo,Qaha
2820,Cairo,Biyala
2821,Gharbia,Mit Salsil
2822,Sharqia,Edku
2823,Alexandria,Bilbeis
2824,Minya,El Hamool
2825,Alexandria,Sahel Selim
2826,Alexandria,Shubra El Kheima
2827,Luxor,El Alamein
2828,Alexandria,Ashmoun
2829,Cairo,Hihya
2830,Faiyum,El Sebaiya
2831,Cairo,Bilbeis
2832,Dakahlia,Mit Abu El Kom
2833,Giza,El Matareya
2834,Minya,El Senbellawein
2835,Matruh,Sodfa
2836,Dakahlia,Maghagha
2837,Minya,Tahta
2838,Alexandria,Obour
2839,Cairo,New Beni Suef
2840,Alexandria,El Qanater El Khayreya
2841,Ismailia,Itsa
2842,Giza,El Hamam
2843,Minya,Mit Kenana
2844,Minya,Zagazig
2845,Alexandria,Itsa
2846,Dakahlia,Kerdasa
2847,Minya,Ras Gharib
2848,Cairo,El Shorouk
2849,Giza,New Sohag
2850,Alexandria,Beni Suef
2851,Qena,Tell El Kebir
2852,Alexandria,New Faiyum
2853,Damietta,Mallawi
2854,Minya,Kharga
2855,Asyut,Abu El Matamir
2856,Alexandria,El Qusiya
2857,Sohag,Nag Hammadi
2858,Ismailia,Basyoun
2859,Cairo,Fuka
2860,Port Said,Sheikh Zuweid
2861,Dakahlia,Badr
2862,Alexandria,Qus
2863,Cairo,El Waqf
2864,Cairo,Mit Sudan
2865,BeniSuef,Abu El Matamir
2866,Cairo,Samalut
2867,Alexandria,6th of October
2868,Minya,Tala
2869,Minya,Fuka
2870,Red Sea,El Sebaiya
2871,Minya,Sidi Salem
2872,Alexandria,Kafr El Dawwar
2873,Minya,El Husseiniya
2874,New Valley,El Hawamdeya
2875,Cairo,Deir Mawas
2876,Sharqia,Juhayna
2877,Giza,Sodfa
2878,Dakahlia,El Kareen
2879,Mansoura,Ashmoun
2880,Cairo,Borg El Arab
2881,Alexandria,El Hawamdeya
2882,New Valley,El Manzala
2883,Alexandria,New Damietta
2884,Giza,Itay El Barud
2885,Alexandria,Beni Mazar
2886,Red Sea,El Kareen
2887,Cairo,15th of May
2888,Aswan,El Ghanayem
2889,Cairo,Sodfa
2890,Cairo,Mit Kenana
2891,Mansoura,Quesna
2892,Ismailia,El Sebaiya
2893,Cairo,Kafr El Dawwar
2894,Ismailia,Mit Abu El Kom
2895,Cairo,El Delengath
2896,Cairo,El Saff
2897,Cairo,New Faiyum
2898,Sohag,Sahel Selim
2899,Monufia,New Akhmim
2900,Cairo,Samalut
2901,Alexandria,El Shorouk
2902,Minya,Metoubes
2903,Minya,El Tor
2904,Beheira,Tanta
2905,Cairo,New Asyut
2906,Minya,Akhmim
2907,Cairo,El Santa
2908,Minya,Hihya
2909,Cairo,El Santa
2910,Alexandria,Obour
2911,Cairo,Matai
2912,Mansoura,Ras Gharib
2913,Qena,Mit Rahina
2914,Alexandria,Ras Burqa
2915,Minya,6th of October
2916,Mansoura,Sidi Barrani
2917,Minya,Birket El Sab
2918,Giza,Tukh
2919,Cairo,New Minya
2920,Cairo,Ras El Bar
2921,Alexandria,Al Khankah
2922,South Sinai,El Bayadiya
2923,Cairo,Hosh Essa
2924,Alexandria,Qalyub
2925,Cairo,Al Khankah
2926,Mansoura,Kom Hamada
2927,Cairo,Mit Ghamr
2928,Alexandria,Hosh Essa
2929,Minya,El Husseiniya
2930,Alexandria,Sodfa
2931,Mansoura,El Gamaliya
2932,Giza,Al Khankah
2933,Minya,El Waqf
2934,Mansoura,Qift
2935,Minya,Itsa
2936,Alexandria,Matai
2937,Minya,Biyala
2938,Giza,El Idwa
2939,Cairo,Mit Elwan
2940,Minya,El Husseiniya
2941,Mansoura,El Senbellawein
2942,Cairo,Juhayna
2943,Red Sea,El Kanayat
2944,Gharbia,Qalyub
2945,Luxor,New Qena
2946,Alexandria,Kafr Zarqan
2947,Cairo,El Senbellawein
2948,Alexandria,El Mansha
2949,Giza,Nag Hammadi
2950,Alexandria,Faqous
2951,Sohag,Mut
2952,Cairo,Kharga
2953,Minya,El Manzala
2954,Mansoura,Kafr El Batikh
2955,Qena,Ras El Bar
2956,Sohag,New Sohag
2957,Minya,Kharga
2958,Dakahlia,Bush
2959,Minya,Sahel Selim
2960,Cairo,Girga
2961,BeniSuef,Ras El Bar
2962,Cairo,Kom Hamada
2963,Minya,Beni Mazar
2964,Sohag,El Basaliya
2965,Qena,Biba
2966,Minya,Sers El Lyan
2967,Faiyum,El Ghanayem
2968,Suez,Ras Gharib
2969,Red Sea,Fuka
2970,Cairo,Beni Suef
2971,Cairo,Safaga
2972,Cairo,Saint Catherine
2973,Minya,El Rhoda
2974,Cairo,El Wasta
2975,Port Said,Sherbin
2976,Alexandria,New Cairo
2977,Cairo,El Ibrahimiya
2978,Minya,El Ibrahimiya
2979,Cairo,El Ghanayem
2980,South Sinai,El Alamein
2981,Alexandria,Quesna
2982,Giza,Mersa Matruh
2983,Alexandria,New Sohag
2984,Cairo,Tahta
2985,Alexandria,Tell El Kebir
2986,Alexandria,Fuka
2987,Minya,Talkha
2988,Alexandria,Akhmim
2989,Luxor,El Bayadiya
2990,Cairo,Qus
2991,Minya,New Alamein
2992,Gharbia,Baltim
2993,South Sinai,Fayed
2994,North Sinai,Esna
2995,Giza,El Arish
2996,Mansoura,El Mansha
2997,Minya,Abu Tesht
2998,Giza,El Santa
2999,Cairo,Mit Abu Ghaleb
3000,Cairo,Mit Elwan
3001,Cairo,Samalut
3002,Cairo,Nag Hammadi
3003,Cairo,Ras Gharib
3004,Luxor,Sodfa
3005,Aswan,Dekernes
3006,Giza,El Saff
3007,Damietta,El Kanayat
3008,Cairo,El Badrashein
3009,Qalyubia,Kerdasa
3010,Giza,Khusus
3011,Alexandria,Akhmim
3012,Cairo,Maadi
3013,Red Sea,Khanka
3014,Red Sea,Qift
3015,Port Said,Beni Suef
3016,New Valley,Ras Shokeir
3017,Giza,Girga
3018,Cairo,Ras Burqa
3019,Giza,Zefta
3020,Minya,El Manzala
3021,Alexandria,El Husseiniya
3022,Alexandria,Safaga
3023,Minya,Mit Rahina
3024,Cairo,El Qanater El Khayreya
3025,Cairo,Hihya
3026,Giza,Mit Yazid
3027,Mansoura,Deir Mawas
3028,Monufia,El Dabaa
3029,Alexandria,El Tor
3030,Cairo,Kafr Zarqan
3031,Qalyubia,Dekernes
3032,Alexandria,El Maragha
3033,Minya,El Rahmaniya
3034,Qena,El Zarqa
3035,North Sinai,El Sebaiya
3036,Cairo,Belqas
3037,Alexandria,Edku
3038,South Sinai,Mit Abu El Kom
3039,North Sinai,Sidi Barrani
3040,Luxor,El Ibrahimiya
3041,Giza,Mit Abu Ghaleb
3042,Giza,El Dabaa
3043,Aswan,Baltim
3044,Luxor,Hurghada
3045,Cairo,Arish
3046,Alexandria,New Nubariya
3047,Alexandria,New Faiyum
3048,Gharbia,El Mansha
3049,Mansoura,El Qanater El Khayreya
3050,Minya,Menouf
3051,Cairo,Ras El Bar
3052,Alexandria,El Manzala
3053,Cairo,Edku
3054,Alexandria,El Shohada
3055,Alexandria,New Borg El Arab
3056,Giza,Mit Sudan
3057,Minya,Kafr Shukr
3058,Giza,El Sarw
3059,Alexandria,Metoubes
3060,Cairo,El Wasta
3061,Alexandria,Daraw
3062,Cairo,6th of October
3063,Giza,New Asyut
3064,Minya,Maadi
3065,Giza,Obour
3066,Cairo,Matai
3067,Luxor,New Qena
3068,Cairo,Saqultah
3069,Cairo,Biba
3070,Cairo,New Salhia
3071,Cairo,Mut
3072,Faiyum,El Ghanayem
3073,Minya,Wadi El Natrun
3074,Red Sea,El Mansha
