JobID	StudentID	JobType	JobTitle	Position	Salary															
1545	1545	Part Tine	Database Developer	Senior	12000															
1546	1546	Full Time	Data Visualization	Junior	16000															
1547	1547	Full Time	Database Developer	Junior	16000															
1548	1548	Remote	Data Visualization	Trainee	18000															
1549	1549	Full Time	Power BI Developer	Junior	11000															
1550	1550	Contract	Data Architect	Intern	17000															
1551	1551	Contract	Power BI Developer	Junior	18000															
1552	1552	Remote	Power BI Developer	Senior	16000															
1553	1553	Full Time	Database Developer	Trainee	10000															
1554	1554	Part Tine	Data Scientist	Junior	9000															
1555	1555	Full Time	Power BI Developer	Intern	17000															
1556	1556	Remote	Data Analysis	Senior	15000															
1557	1557	Full Time	Database Admin	Junior	19000															
1558	1558	Remote	Database Developer	Senior	23000															
1559	1559	Contract	Data Visualization	Junior	17000															
1560	1560	Remote	Database Developer	C-Level	12000															
1561	1561	Part Tine	Data Scientist	Junior	12000															
1562	1562	Contract	Power BI Developer	Intern	15000															
1563	1563	Part Tine	Database Developer	Senior	8000															
1564	1564	Full Time	Data Analysis	Junior	12000															
1565	1565	Remote	Data Analysis	Junior	15000															
1566	1566	Part Tine	Data Visualization	Trainee	12000															
1567	1567	Remote	Database Developer	Junior	17000															
1568	1568	Full Time	Data Analysis	Senior	15000															
1569	1569	Part Tine	Database Developer	Intern	8000															
1570	1570	Remote	Data Analysis	Junior	11000															
1571	1571	Full Time	Database Developer	Senior	11000															
1572	1572	Remote	Data Analysis	Junior	10000															
1573	1573	Remote	Power BI Developer	Intern	19000															
1574	1574	Full Time	Data Analysis	Senior	16000															
1575	1575	Full Time	Power BI Developer	Senior	15000															
1576	1576	Part Tine	Database Developer	Trainee	9000															
1577	1577	Full Time	Power BI Developer	Senior	10000															
1578	1578	Contract	Data Visualization	Junior	15000															
1579	1579	Part Tine	Power BI Developer	Junior	10000															
1580	1580	Part Tine	Data Visualization	Intern	16000															
1581	1581	Remote	Database Developer	Junior	8000															
1582	1582	Part Tine	Power BI Developer	Intern	15000															
1583	1583	Remote	Power BI Developer	Junior	20000															
1584	1584	Remote	Database Developer	Junior	12000															
1585	1585	Contract	Power BI Developer	Trainee	9000															
1586	1586	Part Tine	Data Scientist	Manager	17000															
1587	1587	Full Time	Data Analysis	Junior	15000															
1588	1588	Contract	Data Analysis	Junior	15000															
1589	1589	Contract	Data Analysis	Senior	17000															
1590	1590	Part Tine	Database Developer	Junior	9000															
1591	1591	Contract	Power BI Developer	Junior	17000															
1592	1592	Remote	Database Developer	Intern	11000															
1593	1593	Full Time	Power BI Developer	Junior	12000															
1594	1594	Part Tine	Data Analysis	Manager	10000															
1595	1595	Remote	Data Scientist	Intern	23000															
1596	1596	Remote	Data Scientist	Junior	12000															
1597	1597	Remote	Database Admin	Junior	15000															
1598	1598	Part Tine	Database Developer	Junior	12000															
1599	1599	Contract	Database Developer	Senior	17000															
1600	1600	Full Time	Power BI Developer	Junior	12000															
1601	1601	Part Tine	Database Developer	Junior	16000															
1602	1602	Contract	Power BI Developer	Intern	8000															
1603	1603	Remote	Data Visualization	Intern	8000															
1604	1604	Full Time	Data Visualization	Junior	11000															
1605	1605	Full Time	Database Developer	Intern	17000															
1606	1606	Remote	Data Architect	Junior	15000															
1607	1607	Full Time	Data Visualization	Intern	20000															
1608	1608	Part Tine	Data Analysis	Junior	17000															
1609	1609	Remote	Data Visualization	Junior	10000															
1610	1610	Full Time	Database Developer	Manager	12000															
1611	1611	Part Tine	Data Visualization	Manager	12000															
1612	1612	Full Time	Power BI Developer	Senior	16000															
1613	1613	Contract	Database Admin	Junior	17000															
1614	1614	Full Time	Data Analysis	Junior	10000															
1615	1615	Contract	Power BI Developer	Intern	10000															
1616	1616	Full Time	Database Developer	Senior	16000															
1617	1617	Remote	Database Developer	Junior	23000															
1618	1618	Full Time	Data Analysis	Senior	12000															
1619	1619	Full Time	Database Developer	Senior	10000															
1620	1620	Full Time	Power BI Developer	Junior	12000															
1621	1621	Remote	Database Developer	Senior	17000															
1622	1622	Remote	Database Developer	Senior	12000															
1623	1623	Part Tine	Database Developer	Intern	17000															
1624	1624	Contract	Data Visualization	Junior	16000															
1625	1625	Full Time	Data Architect	Junior	16000															
1626	1626	Full Time	Data Architect	Manager	20000															
1627	1627	Contract	Power BI Developer	Junior	11000															
1628	1628	Part Tine	Power BI Developer	Senior	17000															
1629	1629	Part Tine	Power BI Developer	Junior	23000															
1630	1630	Full Time	Data Analysis	Junior	12000															
1631	1631	Remote	Data Visualization	Junior	18000															
1632	1632	Full Time	Data Analysis	Senior	15000															
1633	1633	Full Time	Database Developer	Junior	17000															
1634	1634	Full Time	Data Visualization	Senior	12000															
1635	1635	Part Tine	Data Scientist	Junior	12000															
1636	1636	Part Tine	Database Developer	Junior	9000															
1637	1637	Remote	Power BI Developer	Senior	20000															
1638	1638	Remote	Data Scientist	Senior	12000															
1639	1639	Part Tine	Database Developer	Junior	23000															
1640	1640	Remote	Power BI Developer	Senior	23000															
1641	1641	Full Time	Database Developer	Senior	15000															
1642	1642	Contract	Database Developer	Junior	11000															
1643	1643	Contract	Power BI Developer	Senior	12000															
1644	1644	Part Tine	Database Developer	Senior	8000															
1645	1645	Full Time	Database Developer	Junior	8000															
1646	1646	Full Time	Database Developer	Manager	16000															
1647	1647	Remote	Power BI Developer	Junior	20000															
1648	1648	Part Tine	Data Visualization	Junior	10000															
1649	1649	Full Time	Database Developer	Manager	17000															
1650	1650	Part Tine	Power BI Developer	Junior	16000															
1651	1651	Contract	Power BI Developer	Junior	9000															
1652	1652	Full Time	Data Architect	Senior	23000															
1653	1653	Full Time	Data Architect	Senior	12000															
1654	1654	Full Time	Data Visualization	Junior	16000															
1655	1655	Part Tine	Data Visualization	Senior	12000															
1656	1656	Contract	Data Visualization	Junior	20000															
1657	1657	Part Tine	Database Developer	Intern	9000															
1658	1658	Part Tine	Data Visualization	Senior	12000															
1659	1659	Contract	Data Analysis	Junior	12000															
1660	1660	Contract	Database Developer	Junior	16000															
1661	1661	Contract	Data Visualization	Intern	23000															
1662	1662	Contract	Data Visualization	Trainee	9000															
1663	1663	Full Time	Database Developer	Senior	10000															
1664	1664	Contract	Power BI Developer	Senior	12000															
1665	1665	Contract	Power BI Developer	Senior	20000															
1666	1666	Full Time	Data Analysis	Junior	16000															
1667	1667	Remote	Data Visualization	Senior	9000															
1668	1668	Contract	Data Architect	Senior	12000															
1669	1669	Remote	Data Analysis	Junior	12000															
1670	1670	Contract	Database Admin	Junior	12000															
1671	1671	Remote	Database Developer	Senior	12000															
1672	1672	Full Time	Database Developer	Junior	15000															
1673	1673	Contract	Database Developer	Intern	12000															
1674	1674	Remote	Data Visualization	Junior	17000															
1675	1675	Remote	Database Developer	Junior	18000															
1676	1676	Remote	Power BI Developer	Junior	12000															
1677	1677	Remote	Data Visualization	Junior	18000															
1678	1678	Remote	Database Developer	Junior	11000															
1679	1679	Full Time	Database Developer	Junior	8000															
1680	1680	Full Time	Data Visualization	Junior	17000															
1681	1681	Part Tine	Power BI Developer	Intern	18000															
1682	1682	Part Tine	Power BI Developer	Intern	8000															
1683	1683	Contract	Data Architect	Intern	9000															
1684	1684	Full Time	Power BI Developer	Senior	12000															
1685	1685	Full Time	Data Analysis	Junior	15000															
1686	1686	Full Time	Power BI Developer	Junior	12000															
1687	1687	Contract	Database Admin	Junior	12000															
1688	1688	Contract	Power BI Developer	Manager	19000															
1689	1689	Contract	Database Admin	Intern	16000															
1690	1690	Part Tine	Data Visualization	Junior	12000															
1691	1691	Full Time	Database Admin	Junior	8000															
1692	1692	Remote	Data Analysis	Junior	16000															
1693	1693	Remote	Database Developer	Senior	16000															
1694	1694	Part Tine	Database Developer	Junior	17000															
1695	1695	Contract	Data Visualization	Junior	16000															
1696	1696	Contract	Data Visualization	Junior	19000															
1697	1697	Full Time	Data Visualization	Intern	17000															
1698	1698	Contract	Power BI Developer	Junior	18000															
1699	1699	Full Time	Database Admin	Senior	10000															
1700	1700	Part Tine	Power BI Developer	Junior	8000															
1701	1701	Full Time	Power BI Developer	Intern	15000															
1702	1702	Remote	Data Analysis	Senior	12000															
1703	1703	Contract	Data Analysis	Intern	17000															
1704	1704	Part Tine	Data Visualization	Junior	12000															
1705	1705	Contract	Database Developer	Junior	8000															
1706	1706	Full Time	Database Developer	Senior	15000															
1707	1707	Part Tine	Database Admin	Junior	8000															
1708	1708	Remote	Data Analysis	Junior	16000															
1709	1709	Contract	Data Visualization	Intern	19000															
1710	1710	Full Time	Power BI Developer	Junior	9000															
1711	1711	Part Tine	Power BI Developer	Junior	12000															
1712	1712	Contract	Data Analysis	Junior	12000															
1713	1713	Contract	Data Analysis	Junior	10000															
1714	1714	Full Time	Power BI Developer	Junior	10000															
1715	1715	Full Time	Database Developer	Junior	17000															
1716	1716	Contract	Database Developer	Junior	18000															
1717	1717	Remote	Data Analysis	Senior	17000															
1718	1718	Remote	Database Admin	Senior	9000															
1719	1719	Contract	Database Developer	Junior	18000															
1720	1720	Full Time	Database Admin	Junior	16000															
1721	1721	Contract	Power BI Developer	Junior	12000															
1722	1722	Remote	Data Visualization	Senior	17000															
1723	1723	Full Time	Power BI Developer	Junior	12000															
1724	1724	Contract	Data Analysis	Junior	16000															
1725	1725	Contract	Database Admin	Junior	8000															
1726	1726	Part Tine	Data Analysis	Junior	16000															
1727	1727	Part Tine	Data Analysis	Intern	12000															
1728	1728	Remote	Data Visualization	Junior	17000															
1729	1729	Full Time	Database Developer	Junior	12000															
1730	1730	Part Tine	Power BI Developer	Trainee	15000															
1731	1731	Remote	Database Developer	Senior	15000															
1732	1732	Remote	Data Analysis	Senior	20000															
1733	1733	Full Time	Power BI Developer	Junior	12000															
1734	1734	Remote	Data Analysis	Junior	12000															
1735	1735	Remote	Data Analysis	Junior	20000															
1736	1736	Remote	Data Scientist	Junior	20000															
1737	1737	Part Tine	Database Developer	Senior	12000															
1738	1738	Remote	Database Developer	Senior	17000															
1739	1739	Full Time	Data Scientist	Trainee	12000															
1740	1740	Full Time	Data Architect	Intern	20000															
1741	1741	Remote	Data Analysis	Junior	15000															
1742	1742	Contract	Database Developer	Junior	16000															
1743	1743	Part Tine	Power BI Developer	Senior	12000															
1744	1744	Remote	Power BI Developer	Manager	16000															
1745	1745	Remote	Power BI Developer	Junior	8000															
1746	1746	Part Tine	Data Visualization	Trainee	9000															
1747	1747	Part Tine	Data Analysis	Junior	12000															
1748	1748	Full Time	Power BI Developer	Senior	17000															
1749	1749	Part Tine	Power BI Developer	Junior	12000															
1750	1750	Contract	Data Architect	Senior	9000															
1751	1751	Contract	Power BI Developer	Intern	12000															
1752	1752	Remote	Data Analysis	Senior	15000															
1753	1753	Contract	Data Analysis	Junior	10000															
1754	1754	Remote	Data Visualization	Junior	20000															
1755	1755	Remote	Data Analysis	Intern	12000															
1756	1756	Full Time	Power BI Developer	Senior	16000															
1757	1757	Remote	Database Developer	Intern	8000															
1758	1758	Remote	Database Developer	Junior	20000															
1759	1759	Full Time	Power BI Developer	Manager	17000															
1760	1760	Part Tine	Database Developer	Junior	17000															
1761	1761	Part Tine	Data Architect	Junior	16000															
1762	1762	Full Time	Data Visualization	Junior	9000															
1763	1763	Full Time	Data Scientist	Junior	17000															
1764	1764	Remote	Data Visualization	Junior	19000															
1765	1765	Full Time	Database Developer	Junior	17000															
1766	1766	Remote	Power BI Developer	Junior	12000															
1767	1767	Remote	Data Analysis	Senior	15000															
1768	1768	Remote	Data Scientist	Senior	9000															
1769	1769	Contract	Data Architect	Manager	12000															
1770	1770	Contract	Data Visualization	Junior	18000															
1771	1771	Contract	Power BI Developer	Senior	15000															
1772	1772	Contract	Database Developer	Senior	20000															
1773	1773	Remote	Database Admin	Junior	12000															
1774	1774	Remote	Power BI Developer	Senior	12000															
1775	1775	Part Tine	Data Analysis	Intern	17000															
1776	1776	Contract	Database Developer	Junior	12000															
1777	1777	Part Tine	Power BI Developer	Manager	19000															
1778	1778	Contract	Database Developer	Junior	19000															
1779	1779	Remote	Data Visualization	Junior	12000															
1780	1780	Remote	Data Analysis	Trainee	12000															
1781	1781	Contract	Database Developer	Senior	23000															
1782	1782	Remote	Data Visualization	Trainee	16000															
1783	1783	Full Time	Data Analysis	Junior	18000															
1784	1784	Remote	Power BI Developer	Senior	8000															
1785	1785	Remote	Database Developer	Intern	12000															
1786	1786	Part Tine	Data Visualization	Junior	23000															
1787	1787	Remote	Data Scientist	Junior	23000															
1788	1788	Full Time	Data Scientist	Junior	12000															
1789	1789	Remote	Data Visualization	Junior	16000															
1790	1790	Remote	Database Developer	Senior	12000															
1791	1791	Full Time	Data Scientist	Junior	12000															
1792	1792	Contract	Data Analysis	Intern	20000															
1793	1793	Full Time	Data Analysis	Junior	9000															
1794	1794	Part Tine	Data Visualization	Manager	15000															
1795	1795	Contract	Power BI Developer	Manager	11000															
1796	1796	Remote	Data Analysis	Senior	12000															
1797	1797	Remote	Database Developer	Manager	15000															
1798	1798	Full Time	Power BI Developer	Junior	11000															
1799	1799	Part Tine	Database Developer	Junior	9000															
1800	1800	Remote	Data Architect	Manager	12000															
1801	1801	Remote	Database Developer	Junior	12000															
1802	1802	Contract	Data Visualization	Junior	12000															
1803	1803	Full Time	Data Visualization	Junior	16000															
1804	1804	Full Time	Data Visualization	Manager	12000															
1805	1805	Full Time	Power BI Developer	Senior	9000															
1806	1806	Contract	Database Admin	Junior	15000															
1807	1807	Remote	Power BI Developer	Senior	12000															
1808	1808	Part Tine	Data Visualization	Trainee	18000															
1809	1809	Contract	Data Architect	Junior	12000															
1810	1810	Part Tine	Power BI Developer	Senior	18000															
1811	1811	Part Tine	Data Analysis	Junior	20000															
1812	1812	Part Tine	Power BI Developer	Junior	20000															
1813	1813	Contract	Power BI Developer	Senior	12000															
1814	1814	Full Time	Data Visualization	Junior	20000															
1815	1815	Remote	Database Developer	Junior	19000															
1816	1816	Part Tine	Database Developer	Junior	12000															
1817	1817	Contract	Database Developer	Junior	12000															
1818	1818	Contract	Database Developer	Trainee	17000															
1819	1819	Remote	Data Architect	Junior	12000															
1820	1820	Remote	Database Developer	Senior	12000															
1821	1821	Part Tine	Data Visualization	Intern	12000															
1822	1822	Part Tine	Power BI Developer	Junior	17000															
1823	1823	Remote	Data Scientist	Junior	12000															
1824	1824	Part Tine	Database Developer	Senior	12000															
1825	1825	Part Tine	Database Developer	Junior	9000															
1826	1826	Remote	Power BI Developer	Junior	16000															
1827	1827	Full Time	Data Analysis	Senior	12000															
1828	1828	Contract	Data Visualization	Manager	20000															
1829	1829	Full Time	Data Visualization	Trainee	20000															
1830	1830	Contract	Data Visualization	Intern	12000															
1831	1831	Contract	Data Visualization	Junior	17000															
1832	1832	Contract	Data Analysis	Senior	20000															
1833	1833	Contract	Data Visualization	Junior	10000															
1834	1834	Remote	Database Developer	Intern	15000															
1835	1835	Full Time	Database Developer	Senior	17000															
1836	1836	Contract	Database Developer	Senior	12000															
1837	1837	Part Tine	Power BI Developer	Junior	17000															
1838	1838	Full Time	Data Architect	Senior	12000															
1839	1839	Full Time	Data Visualization	Junior	8000															
1840	1840	Remote	Data Visualization	Manager	23000															
1841	1841	Remote	Data Analysis	Junior	16000															
1842	1842	Part Tine	Data Visualization	Junior	12000															
1843	1843	Part Tine	Data Visualization	Junior	23000															
1844	1844	Remote	Database Developer	Intern	18000															
1845	1845	Full Time	Database Admin	Trainee	11000															
1846	1846	Contract	Power BI Developer	Junior	17000															
1847	1847	Part Tine	Power BI Developer	Junior	19000															
1848	1848	Full Time	Data Visualization	Senior	23000															
1849	1849	Contract	Power BI Developer	Junior	12000															
1850	1850	Contract	Database Developer	Manager	16000															
1851	1851	Remote	Power BI Developer	Junior	15000															
1852	1852	Contract	Power BI Developer	Senior	10000															
1853	1853	Remote	Data Analysis	Trainee	9000															
1854	1854	Contract	Database Developer	Manager	12000															
1855	1855	Part Tine	Data Visualization	Senior	12000															
1856	1856	Full Time	Data Analysis	Intern	8000															
1857	1857	Full Time	Database Developer	Junior	19000															
1858	1858	Full Time	Power BI Developer	Senior	20000															
1859	1859	Remote	Power BI Developer	Junior	17000															
1860	1860	Part Tine	Power BI Developer	Junior	18000															
1861	1861	Full Time	Data Architect	Junior	12000															
1862	1862	Contract	Data Analysis	Senior	15000															
1863	1863	Part Tine	Database Admin	Junior	17000															
1864	1864	Part Tine	Data Visualization	Intern	10000															
1865	1865	Part Tine	Data Visualization	Trainee	10000															
1866	1866	Part Tine	Power BI Developer	Junior	12000															
1867	1867	Contract	Data Analysis	Intern	12000															
1868	1868	Contract	Database Developer	Trainee	12000															
1869	1869	Part Tine	Database Developer	Intern	19000															
1870	1870	Contract	Power BI Developer	Junior	12000															
1871	1871	Part Tine	Power BI Developer	Intern	10000															
1872	1872	Full Time	Power BI Developer	Senior	15000															
1873	1873	Contract	Data Visualization	Junior	12000															
1874	1874	Remote	Data Visualization	Junior	12000															
1875	1875	Remote	Data Visualization	Senior	19000															
1876	1876	Contract	Data Architect	Senior	15000															
1877	1877	Contract	Data Analysis	Junior	15000															
1878	1878	Remote	Data Scientist	Junior	17000															
1879	1879	Contract	Data Analysis	Senior	17000															
1880	1880	Part Tine	Database Developer	Junior	11000															
1881	1881	Part Tine	Power BI Developer	Junior	12000															
1882	1882	Part Tine	Power BI Developer	Senior	18000															
1883	1883	Full Time	Database Developer	Senior	12000															
1884	1884	Part Tine	Database Developer	Junior	19000															
1885	1885	Part Tine	Database Admin	Senior	16000															
1886	1886	Contract	Data Visualization	Junior	16000															
1887	1887	Full Time	Data Visualization	Junior	9000															
1888	1888	Remote	Database Developer	Intern	11000															
1889	1889	Part Tine	Database Developer	Junior	16000															
1890	1890	Contract	Power BI Developer	Junior	20000															
1891	1891	Contract	Power BI Developer	Junior	20000															
1892	1892	Remote	Power BI Developer	Senior	20000															
1893	1893	Part Tine	Database Developer	Trainee	20000															
1894	1894	Part Tine	Data Visualization	Manager	17000															
1895	1895	Remote	Data Visualization	Intern	11000															
1896	1896	Remote	Data Visualization	Senior	11000															
1897	1897	Full Time	Database Developer	Intern	16000															
1898	1898	Full Time	Data Analysis	Junior	23000															
1899	1899	Remote	Power BI Developer	Intern	12000															
1900	1900	Full Time	Data Scientist	Manager	12000															
1901	1901	Full Time	Data Visualization	Junior	15000															
1902	1902	Part Tine	Database Developer	Trainee	15000															
1903	1903	Part Tine	Data Visualization	Junior	9000															
1904	1904	Remote	Data Scientist	Intern	10000															
1905	1905	Part Tine	Data Analysis	Junior	15000															
1906	1906	Contract	Power BI Developer	Junior	15000															
1907	1907	Full Time	Data Analysis	Junior	9000															
1908	1908	Part Tine	Data Analysis	Intern	23000															
1909	1909	Remote	Power BI Developer	Junior	12000															
1910	1910	Remote	Power BI Developer	Senior	12000															
1911	1911	Remote	Data Visualization	Junior	16000															
1912	1912	Remote	Database Developer	Junior	18000															
1913	1913	Remote	Data Visualization	Manager	23000															
1914	1914	Remote	Power BI Developer	Junior	12000															
1915	1915	Full Time	Database Admin	Junior	12000															
1916	1916	Contract	Data Analysis	Senior	12000															
1917	1917	Part Tine	Data Visualization	Senior	23000															
1918	1918	Full Time	Power BI Developer	Junior	11000															
1919	1919	Part Tine	Database Developer	Manager	17000															
1920	1920	Full Time	Database Developer	Intern	11000															
1921	1921	Full Time	Power BI Developer	Junior	16000															
1922	1922	Part Tine	Power BI Developer	Junior	11000															
1923	1923	Full Time	Database Developer	Senior	12000															
1924	1924	Part Tine	Data Visualization	Junior	19000															
1925	1925	Contract	Data Visualization	Senior	18000															
1926	1926	Part Tine	Data Analysis	Intern	19000															
1927	1927	Full Time	Data Scientist	Junior	16000															
1928	1928	Remote	Data Visualization	Junior	12000															
1929	1929	Part Tine	Power BI Developer	Senior	15000															
1930	1930	Contract	Data Analysis	Senior	12000															
1931	1931	Part Tine	Data Scientist	Trainee	17000															
1932	1932	Contract	Database Developer	Junior	12000															
1933	1933	Full Time	Data Analysis	Intern	10000															
1934	1934	Full Time	Database Developer	Manager	17000															
1935	1935	Contract	Data Visualization	Senior	9000															
1936	1936	Part Tine	Database Developer	Junior	19000															
1937	1937	Contract	Data Scientist	Trainee	16000															
1938	1938	Part Tine	Database Admin	Junior	23000															
1939	1939	Full Time	Power BI Developer	Junior	18000															
1940	1940	Remote	Data Visualization	Junior	17000															
1941	1941	Remote	Power BI Developer	Senior	16000															
1942	1942	Full Time	Data Visualization	Junior	12000															
1943	1943	Part Tine	Data Analysis	Intern	18000															
1944	1944	Part Tine	Power BI Developer	Junior	9000															
1945	1945	Full Time	Power BI Developer	Junior	19000															
1946	1946	Remote	Database Developer	Trainee	8000															
1947	1947	Remote	Data Scientist	Junior	12000															
1948	1948	Part Tine	Power BI Developer	Manager	23000															
1949	1949	Part Tine	Database Developer	Junior	19000															
1950	1950	Part Tine	Data Visualization	Junior	17000															
1951	1951	Remote	Power BI Developer	Junior	15000															
1952	1952	Full Time	Data Visualization	Trainee	10000															
1953	1953	Full Time	Database Developer	Junior	20000															
1954	1954	Remote	Data Analysis	Junior	11000															
1955	1955	Part Tine	Data Visualization	Junior	12000															
1956	1956	Part Tine	Database Admin	Senior	12000															
1957	1957	Contract	Database Admin	Junior	12000															
1958	1958	Contract	Data Analysis	Intern	16000															
1959	1959	Contract	Database Admin	Manager	15000															
1960	1960	Full Time	Data Visualization	Senior	12000															
1961	1961	Contract	Data Analysis	Junior	10000															
1962	1962	Full Time	Database Developer	Junior	23000															
1963	1963	Full Time	Data Visualization	Junior	23000															
1964	1964	Remote	Data Visualization	Senior	11000															
1965	1965	Contract	Database Developer	Manager	20000															
1966	1966	Full Time	Power BI Developer	Senior	20000															
1967	1967	Contract	Data Analysis	Junior	19000															
1968	1968	Part Tine	Data Analysis	Senior	18000															
1969	1969	Remote	Power BI Developer	Manager	12000															
1970	1970	Remote	Data Analysis	Junior	12000															
1971	1971	Full Time	Database Developer	Junior	11000															
1972	1972	Contract	Power BI Developer	Junior	23000															
1973	1973	Contract	Data Architect	Intern	9000															
1974	1974	Contract	Data Analysis	Senior	10000															
1975	1975	Contract	Database Developer	Senior	9000															
1976	1976	Contract	Data Visualization	Junior	8000															
1977	1977	Part Tine	Power BI Developer	Senior	18000															
1978	1978	Full Time	Database Developer	Intern	23000															
1979	1979	Full Time	Data Architect	Junior	17000															
1980	1980	Part Tine	Data Analysis	Junior	12000															
1981	1981	Remote	Power BI Developer	Trainee	15000															
1982	1982	Contract	Data Analysis	Intern	12000															
1983	1983	Remote	Data Architect	Junior	17000															
1984	1984	Full Time	Power BI Developer	Junior	15000															
1985	1985	Full Time	Data Visualization	Junior	15000															
1986	1986	Full Time	Data Analysis	Manager	10000															
1987	1987	Remote	Data Architect	Intern	12000															
1988	1988	Part Tine	Data Visualization	Junior	12000															
1989	1989	Full Time	Database Developer	Senior	17000															
1990	1990	Full Time	Data Analysis	Manager	10000															
1991	1991	Contract	Database Developer	Junior	8000															
1992	1992	Remote	Data Scientist	Intern	17000															
1993	1993	Contract	Database Developer	Junior	19000															
1994	1994	Remote	Database Developer	Junior	9000															
1995	1995	Contract	Database Developer	Junior	9000															
1996	1996	Remote	Data Scientist	Senior	17000															
1997	1997	Part Tine	Database Developer	Trainee	23000															
1998	1998	Full Time	Power BI Developer	Senior	8000															
1999	1999	Remote	Data Analysis	Manager	18000															
2000	2000	Full Time	Data Analysis	Junior	18000															
2001	2001	Contract	Data Analysis	Senior	8000															
2002	2002	Part Tine	Power BI Developer	Manager	10000															
2003	2003	Full Time	Data Visualization	Junior	23000															
2004	2004	Part Tine	Data Architect	Manager	10000															
2005	2005	Part Tine	Data Visualization	Junior	17000															
2006	2006	Contract	Database Developer	Junior	12000															
2007	2007	Full Time	Power BI Developer	Junior	17000															
2008	2008	Contract	Database Admin	Junior	12000															
2009	2009	Contract	Database Developer	Manager	19000															
2010	2010	Contract	Database Developer	Manager	10000															
2011	2011	Part Tine	Data Architect	Junior	12000															
2012	2012	Part Tine	Power BI Developer	Trainee	11000															
2013	2013	Full Time	Database Developer	Manager	17000															
2014	2014	Remote	Power BI Developer	Junior	17000															
2015	2015	Contract	Power BI Developer	Manager	10000															
2016	2016	Part Tine	Data Visualization	Senior	9000															
2017	2017	Remote	Power BI Developer	Junior	12000															
2018	2018	Remote	Data Analysis	Junior	16000															
2019	2019	Remote	Database Developer	Senior	8000															
2020	2020	Part Tine	Data Architect	Junior	16000															
2021	2021	Remote	Data Visualization	Junior	12000															
2022	2022	Contract	Database Developer	Junior	12000															
2023	2023	Part Tine	Power BI Developer	Junior	12000															
2024	2024	Remote	Database Admin	Senior	23000															
2025	2025	Remote	Data Scientist	Junior	10000															
2026	2026	Remote	Data Visualization	Senior	10000															
2027	2027	Remote	Power BI Developer	Junior	9000															
2028	2028	Full Time	Data Visualization	Manager	17000															
2029	2029	Full Time	Database Developer	Trainee	16000															
2030	2030	Contract	Data Visualization	Junior	15000															
2031	2031	Part Tine	Data Architect	Junior	17000															
2032	2032	Full Time	Data Analysis	Junior	11000															
2033	2033	Part Tine	Power BI Developer	Intern	8000															
2034	2034	Contract	Power BI Developer	Junior	12000															
2035	2035	Part Tine	Data Visualization	Intern	17000															
2036	2036	Contract	Data Analysis	Junior	20000															
2037	2037	Remote	Database Developer	Senior	12000															
2038	2038	Remote	Power BI Developer	Senior	17000															
2039	2039	Contract	Data Visualization	Intern	12000															
2040	2040	Part Tine	Data Analysis	Senior	11000															
2041	2041	Contract	Data Visualization	Junior	9000															
2042	2042	Contract	Data Visualization	Junior	12000															
2043	2043	Full Time	Database Developer	Senior	16000															
2044	2044	Remote	Database Developer	Manager	9000															
2045	2045	Remote	Data Visualization	Senior	12000															
2046	2046	Contract	Data Analysis	Trainee	12000															
2047	2047	Part Tine	Data Architect	Junior	15000															
2048	2048	Contract	Power BI Developer	Manager	15000															
2049	2049	Part Tine	Power BI Developer	Senior	12000															
2050	2050	Remote	Data Visualization	Junior	9000															
2051	2051	Remote	Data Visualization	Intern	15000															
2052	2052	Full Time	Data Analysis	Senior	16000															
2053	2053	Remote	Data Scientist	Manager	12000															
2054	2054	Part Tine	Power BI Developer	Junior	15000															
2055	2055	Full Time	Data Architect	Junior	10000															
2056	2056	Contract	Data Architect	Senior	17000															
2057	2057	Part Tine	Database Developer	Junior	16000															
2058	2058	Part Tine	Data Visualization	Manager	16000															
2059	2059	Full Time	Data Visualization	Junior	18000															
2060	2060	Remote	Power BI Developer	Junior	17000															
2061	2061	Contract	Data Visualization	Senior	15000															
2062	2062	Full Time	Data Visualization	Senior	18000															
2063	2063	Remote	Data Visualization	Junior	18000															
2064	2064	Contract	Power BI Developer	Senior	15000															
2065	2065	Part Tine	Power BI Developer	Junior	12000															
2066	2066	Contract	Data Visualization	Junior	9000															
2067	2067	Full Time	Data Analysis	Junior	16000															
2068	2068	Remote	Data Visualization	Junior	15000															
2069	2069	Contract	Data Analysis	Manager	8000															
2070	2070	Contract	Data Analysis	Junior	19000															
2071	2071	Contract	Database Developer	Intern	19000															
2072	2072	Contract	Database Developer	Trainee	15000															
2073	2073	Remote	Data Visualization	Junior	9000															
2074	2074	Full Time	Data Analysis	Junior	18000															
2075	2075	Full Time	Database Developer	Junior	9000															
2076	2076	Contract	Data Analysis	Intern	16000															
2077	2077	Part Tine	Data Analysis	Junior	12000															
2078	2078	Contract	Data Visualization	Trainee	12000															
2079	2079	Full Time	Database Developer	Junior	9000															
2080	2080	Part Tine	Database Developer	Junior	15000															
2081	2081	Full Time	Data Analysis	Manager	18000															
2082	2082	Contract	Database Developer	Junior	12000															
2083	2083	Remote	Data Visualization	Junior	19000															
2084	2084	Full Time	Data Architect	Junior	12000															
2085	2085	Full Time	Data Analysis	Junior	16000															
2086	2086	Contract	Power BI Developer	Senior	16000															
2087	2087	Full Time	Data Architect	Junior	15000															
2088	2088	Remote	Data Visualization	Manager	23000															
